city,country,population,lat,lng
Georgetown,Guyana,264350.0,6.802,-58.167
Paramaribo,Suriname,254169.0,5.835,-55.167
Dili,Timor-Leste,234331.0,-8.5594,125.5795
Nassau,"Bahamas, The",227940.0,25.0834,-77.35
Sucre,Bolivia,224838.0,-19.041,-65.2595
Nicosia,Cyprus,224300.0,35.1667,33.3666
Dodoma,Tanzania,218269.0,-6.1833,35.75
Colombo,Sri Lanka,217000.0,6.932,79.8578
Gaborone,Botswana,208411.0,-24.6463,25.9119
Yamoussoukro,Côte D’Ivoire,206499.0,6.8184,-5.2755
Bridgetown,Barbados,191152.0,13.102,-59.6165
Suva,Fiji,175399.0,-18.133,178.4417
Reykjavík,Iceland,166212.0,64.15,-21.95
Malabo,Equatorial Guinea,155963.0,3.75,8.7833
Willemstad,Curaçao,146813.0,12.2004,-69.02
Podgorica,Montenegro,145850.0,42.466,19.2663
Moroni,Comoros,128698.0,-11.7042,43.2402
Sri Jayewardenepura Kotte,Sri Lanka,115826.0,6.9,79.95
Praia,Cabo Verde,113364.0,14.9167,-23.5167
Male,Maldives,112927.0,4.1667,73.4999
Juba,South Sudan,111975.0,4.83,31.58
Luxembourg,Luxembourg,107260.0,49.6117,6.13
Thimphu,Bhutan,98676.0,27.473,89.639
Mbabane,Swaziland,90138.0,-26.3167,31.1333
São Tomé,Sao Tome And Principe,88219.0,0.3334,6.7333
Honiara,Solomon Islands,76328.0,-9.438,159.9498
Oranjestad,Aruba,68775.0,12.5304,-70.029
Apia,Samoa,61916.0,-13.8415,-171.7386
Andorra la Vella,Andorra,53998.0,42.5,1.5165
Kingstown,Saint Vincent And The Grenadines,49485.0,13.1483,-61.2121
Port-Vila,Vanuatu,44040.0,-17.7334,168.3166
Banjul,"Gambia, The",43094.0,13.4539,-16.5917
Nuku‘alofa,Tonga,42620.0,-21.1385,-175.2206
Castries,Saint Lucia,37963.0,14.002,-61.0
Monaco,Monaco,36371.0,43.7396,7.4069
Vaduz,Liechtenstein,36281.0,47.1337,9.5167
Saint John’s,Antigua And Barbuda,35499.0,17.118,-61.85
Saint George’s,Grenada,33734.0,12.0526,-61.7416
Victoria,Seychelles,33576.0,-4.6166,55.45
San Marino,San Marino,29579.0,43.9172,12.4667
Tarawa,Kiribati,28802.0,1.3382,173.0176
Majuro,Marshall Islands,25400.0,7.103,171.38
Roseau,Dominica,23336.0,15.301,-61.387
Basseterre,Saint Kitts And Nevis,21887.0,17.302,-62.717
Belmopan,Belize,15220.0,17.252,-88.7671
Pago Pago,American Samoa,12576.0,-14.274,-170.7046
Lobamba,Swaziland,9782.0,-26.4667,31.2
Funafuti,Tuvalu,4749.0,-8.5167,179.2166
Palikir,"Micronesia, Federated States Of",4645.0,6.9166,158.15
Capitol Hill,Northern Mariana Islands,2500.0,15.2137,145.7546
Hagåtña,Guam,1051.0,13.4745,144.7504
Al Quds,West Bank,,31.7764,35.2269
Philipsburg,Sint Maarten,,18.0255,-63.045
Gitega,Burundi,,-3.4271,29.9246
Pristina,Kosovo,,42.6666,21.1724
Ngerulmud,Palau,,7.5,134.6242
Aden,Yemen,1000000.0,12.7797,45.0095
Cochabamba,Bolivia,1000000.0,-17.41,-66.17
Yongzhou,China,1000000.0,26.2304,111.62
Baoshan,China,1000000.0,25.12,99.15
Quảng Hà,Vietnam,1000000.0,16.06,108.25
Kitaku,Japan,997536.0,33.8704,130.82
Perm’,Russia,997000.0,58.0,56.25
Ahvāz,Iran,996000.0,31.28,48.72
Jodhpur,India,995000.0,26.2918,73.0168
San Luis Potosí,Mexico,992000.0,22.17,-101.0
Odesa,Ukraine,991000.0,46.49,30.71
Yinchuan,China,991000.0,38.468,106.273
Jiaxing,China,988000.0,30.7704,120.75
Joinvile,Brazil,988000.0,-26.32,-48.8399
Donets’k,Ukraine,988000.0,48.0,37.83
Guilin,China,987000.0,25.28,110.28
Dahūk,Iraq,986000.0,36.8667,43.0
Volgograd,Russia,984000.0,48.71,44.5
Guwāhāti,India,983000.0,26.16,91.77
Yichun,China,982000.0,27.8333,114.4
Yangquan,China,981448.0,37.87,113.57
Natal,Brazil,980588.0,-6.9838,-60.2699
Chandigarh,India,979000.0,30.72,76.78
Gwalior,India,978000.0,26.23,78.1801
Hamamatsu,Japan,977023.0,34.7181,137.7327
Qom,Iran,973000.0,34.65,50.95
Jixi,China,965000.0,45.3,130.97
Mérida,Mexico,965000.0,20.9666,-89.6166
Xin’an,China,962656.0,34.38,118.35
Querétaro,Mexico,961000.0,20.63,-100.38
Pingxiang,China,961000.0,27.62,113.85
João Pessoa,Brazil,956000.0,-7.1011,-34.8761
Klang,Malaysia,956000.0,3.0204,101.55
Jinzhou,China,956000.0,41.1204,121.1
Oklahoma City,United States,955998.0,35.4676,-97.5137
Salerno,Italy,954265.0,40.6804,14.7699
Thiruvananthapuram,India,954000.0,8.5,76.95
Calicut,India,953000.0,11.2504,75.77
Trichinopoly,India,951000.0,10.81,78.69
Ogbomoso,Nigeria,951000.0,8.13,4.24
General Santos,Philippines,950530.0,6.1108,125.1747
Huế,Vietnam,950000.0,16.47,107.58
Bacolod,Philippines,949354.0,10.6317,122.9817
Nantong,China,947000.0,32.0304,120.825
Foshan,China,943000.0,23.0301,113.12
Sŏngnam,"Korea, South",942000.0,37.4386,127.1378
Bridgeport,United States,938406.0,41.1918,-73.1953
Nice,France,927000.0,43.715,7.265
Buffalo,United States,926261.0,42.9017,-78.8487
Erbil,Iraq,926000.0,36.179,44.0086
Krasnoyarsk,Russia,925000.0,56.014,92.866
Olinda,Brazil,921840.0,-8.0,-34.85
Antwerp,Belgium,920000.0,51.2204,4.415
Konya,Turkey,919000.0,37.875,32.475
Bogor,Indonesia,918000.0,-6.57,106.75
Hartford,United States,914751.0,41.7661,-72.6834
Huaibei,China,913000.0,33.9504,116.75
Xinyu,China,913000.0,27.8,114.93
Teresina,Brazil,907000.0,-5.095,-42.78
Naha,Japan,905238.0,26.2072,127.673
Goyang,"Korea, South",903000.0,37.6527,126.8372
Nangandao,China,903000.0,35.3204,113.87
Yibin,China,902000.0,28.77,104.57
Aba,Nigeria,897560.0,5.1004,7.35
Maiduguri,Nigeria,896000.0,11.85,13.16
Az Zarqā’,Jordan,894691.0,32.07,36.1
Tarsus,Turkey,894318.0,36.9204,34.88
Bengbu,China,894000.0,32.95,117.33
Mendoza,Argentina,893000.0,-32.8833,-68.8166
Hubli,India,890000.0,15.36,75.125
Concepción,Chile,889725.0,-36.83,-73.05
Zaria,Nigeria,889000.0,11.08,7.71
Dengtalu,China,887000.0,36.08,114.35
Cartagena,Colombia,887000.0,10.3997,-75.5144
Mysore,India,887000.0,12.31,76.66
Mexicali,Mexico,885000.0,32.65,-115.48
Tongliao,China,884000.0,43.62,122.27
Mombasa,Kenya,882000.0,-4.04,39.6899
Newcastle upon Tyne,United Kingdom,882000.0,55.0004,-1.6
Novo Hamburgo,Brazil,876990.0,-29.7096,-51.14
Callao,Peru,876877.0,-12.07,-77.135
Bilbao,Spain,875552.0,43.25,-2.93
Johor Bahru,Malaysia,875000.0,1.48,103.73
Raipur,India,875000.0,21.235,81.635
Xiaoxita,China,875000.0,30.7,111.28
Fort Worth,United States,874168.0,32.7812,-97.3472
Salem,India,873000.0,11.67,78.1801
Yangjiang,China,872363.0,21.8504,111.97
Marrakech,Morocco,872000.0,31.63,-8.0
Kaifeng Chengguanzhen,China,872000.0,34.85,114.35
Dandong,China,870000.0,40.1436,124.3936
Al Başrah,Iraq,870000.0,30.5135,47.8136
Aguascalientes,Mexico,869000.0,21.8795,-102.2904
Tucson,United States,868391.0,32.1545,-110.8782
Okayama,Japan,866092.0,34.672,133.9171
Bucheon,"Korea, South",866000.0,37.4989,126.7831
Xuanzhou,China,866000.0,30.9525,118.7553
Bandar Lampung,Indonesia,865000.0,-5.43,105.27
Rizhao,China,865000.0,35.4304,119.45
Palermo,Italy,863000.0,38.125,13.35
Caerdydd,United Kingdom,861400.0,51.5,-3.225
Tampico,Mexico,859419.0,22.3,-97.87
Jiaozuo,China,857000.0,35.25,113.22
Padang,Indonesia,855000.0,-0.96,100.36
Jalandhar,India,855000.0,31.3349,75.569
Zhenjiang,China,854000.0,32.22,119.43
Valparaíso,Chile,854000.0,-33.0478,-71.621
Pingdingshan,China,849000.0,33.7304,113.3
Zunyi,China,849000.0,27.7,106.92
Anshun,China,849000.0,26.2504,105.93
Toulouse,France,847000.0,43.62,1.4499
El Paso,United States,845674.0,31.8479,-106.4309
Iguaçu,Brazil,844583.0,-22.74,-43.47
Bhubaneshwar,India,844000.0,20.2704,85.8274
Voronezh,Russia,844000.0,51.73,39.27
Saratov,Russia,843000.0,51.58,46.03
Yuci,China,840000.0,37.6804,112.73
Yancheng,China,839000.0,33.3856,120.1253
Cuernavaca,Mexico,834001.0,18.9211,-99.24
Linfen,China,834000.0,36.0803,111.52
Honolulu,United States,833671.0,21.3294,-157.846
Warri,Nigeria,830106.0,5.52,5.76
Basel,Switzerland,830000.0,47.5804,7.59
San Miguel de Tucumán,Argentina,830000.0,-26.816,-65.2166
Kermānshāh,Iran,828313.0,34.38,47.06
Thessaloníki,Greece,828000.0,40.6961,22.885
Omaha,United States,827786.0,41.2628,-96.0498
Kota,India,827000.0,25.18,75.835
Braga,Portugal,826833.0,41.555,-8.4213
Jhānsi,India,826494.0,25.453,78.5575
Rongjiawan,China,826000.0,29.3801,113.1
Nottingham,United Kingdom,825600.0,52.9703,-1.17
Agadir,Morocco,825467.0,30.44,-9.62
Butterworth,Malaysia,821652.0,5.4171,100.4
Bareilly,India,817000.0,28.3454,79.42
Jos,Nigeria,816824.0,9.93,8.89
Xingyi,China,816000.0,25.0904,104.89
Cebu City,Philippines,815000.0,10.32,123.9001
Arequipa,Peru,815000.0,-16.42,-71.53
Liverpool,United Kingdom,811000.0,53.416,-2.918
Wuhu,China,810000.0,31.3504,118.37
Langfang,China,810000.0,39.5204,116.68
Rājshāhi,Bangladesh,810000.0,24.375,88.605
Zhaotong,China,809000.0,27.3204,103.72
Culiacán,Mexico,809000.0,24.83,-107.38
Valencia,Spain,808000.0,39.485,-0.4
Lingyuan,China,806000.0,41.24,119.4011
Cuiabá,Brazil,806000.0,-15.5696,-56.085
Quy Nhơn,Vietnam,805290.0,13.78,109.18
Malang,Indonesia,805000.0,-7.98,112.61
Alīgarh,India,805000.0,27.8922,78.0618
L’viv,Ukraine,803880.0,49.835,24.03
Bordeaux,France,803000.0,44.85,-0.595
McAllen,United States,800904.0,26.2273,-98.2471
Baojishi,China,800000.0,34.38,107.15
Pekanbaru,Indonesia,799000.0,0.565,101.425
Oran,Algeria,798000.0,35.71,-0.62
Yingkou,China,795000.0,40.6703,122.28
Bhiwandi,India,795000.0,19.35,73.13
Liaoyang,China,794000.0,41.28,123.18
Chihuahua,Mexico,793000.0,28.645,-106.085
Jammu,India,791000.0,32.7118,74.8467
Melaka,Malaysia,788706.0,2.2064,102.2465
Zaporizhzhya,Ukraine,788000.0,47.8573,35.1768
Morādābād,India,787000.0,28.8418,78.7568
Antalya,Turkey,783000.0,36.89,30.7
Al Ḩudaydah,Yemen,780000.0,14.7979,42.953
Campo Grande,Brazil,778000.0,-20.45,-54.6166
Shaoxing,China,777000.0,30.0004,120.57
Yichun,China,777000.0,47.6999,128.9
Mangalore,India,776632.0,12.9,74.85
Wuppertal,Germany,776525.0,51.25,7.17
Cheongju,"Korea, South",775096.0,36.6439,127.5012
Zamboanga City,Philippines,773000.0,6.92,122.08
Hamhŭng,"Korea, North",773000.0,39.9101,127.5454
Fuyang,China,771000.0,30.0533,119.9519
Ilorin,Nigeria,771000.0,8.49,4.55
Saarbrücken,Germany,770001.0,49.2504,6.97
Fuxin,China,770000.0,42.0105,121.66
Shiyan,China,770000.0,32.57,110.78
Quetta,Pakistan,768000.0,30.22,67.025
Trujillo,Peru,765171.0,-8.12,-79.02
Kananga,Congo (Kinshasa),765000.0,-5.89,22.4
Trabzon,Turkey,764714.0,40.98,39.72
Jincheng,China,760000.0,35.5004,112.83
Albuquerque,United States,758523.0,35.1053,-106.6464
Łódź,Poland,758000.0,51.775,19.4514
Kraków,Poland,756000.0,50.06,19.96
Saltillo,Mexico,754000.0,25.42,-101.005
São José dos Campos,Brazil,753769.0,-23.2,-45.8799
Hŭngnam,"Korea, North",751322.0,39.8231,127.6232
Ta‘izz,Yemen,751000.0,13.6045,44.0394
Pietermaritzburg,South Africa,750845.0,-29.61,30.39
Tangier,Morocco,750060.0,35.7473,-5.8327
Hsinchu,Taiwan,750000.0,24.8168,120.9767
Changhua,Taiwan,750000.0,24.0734,120.5134
Kolhāpur,India,750000.0,16.7,74.22
Farg‘ona,Uzbekistan,750000.0,40.39,71.78
Namangan,Uzbekistan,750000.0,41.0,71.67
Liège,Belgium,749110.0,50.63,5.58
Ciudad Guayana,Venezuela,746535.0,8.37,-62.62
Birmingham,United States,744189.0,33.5277,-86.7987
Hegang,China,743307.0,47.4,130.37
Naga City,Philippines,741635.0,13.6192,123.1814
Gdańsk,Poland,740000.0,54.36,18.64
Ansan,"Korea, South",739493.0,37.3481,126.8595
Nuremberg,Germany,737304.0,49.45,11.08
Oyo,Nigeria,736072.0,7.8504,3.93
Amrāvati,India,734451.0,20.95,77.77
Denpasar,Indonesia,732344.0,-8.65,115.22
Sokoto,Nigeria,732178.0,13.06,5.24
Beihai,China,728978.0,21.4804,109.1
Bremen,Germany,724909.0,53.08,8.8
As Sulaymānīyah,Iraq,723170.0,35.5613,45.4309
Hannover,Germany,722490.0,52.367,9.7167
Cúcuta,Colombia,722146.0,7.92,-72.52
Hamilton,Canada,721053.0,43.25,-79.83
Moshi,Tanzania,721018.0,-3.3396,37.34
Shaoguan,China,720266.0,24.8,113.58
Kumamoto,Japan,718232.0,32.8009,130.7006
Dayton,United States,718169.0,39.7797,-84.1998
Xinpu,China,715600.0,34.6004,119.17
Acapulco de Juárez,Mexico,715584.0,16.85,-99.916
Kandahār,Afghanistan,715542.0,31.61,65.6949
Dehra Dūn,India,714223.0,30.3204,78.05
Rochester,United States,711998.0,43.168,-77.6162
Jeonju,"Korea, South",711424.0,35.8314,127.1404
Samarkand,Uzbekistan,708000.0,39.67,66.945
Qingyuan,China,706717.0,23.7004,113.0301
Sarasota,United States,706245.0,27.3386,-82.543
Changzhi,China,706000.0,36.1839,113.1053
Tol’yatti,Russia,702879.0,53.4804,49.53
Jaboatão,Brazil,702621.0,-8.11,-35.02
Shizuoka,Japan,701561.0,34.9858,138.3854
Bulawayo,Zimbabwe,699385.0,-20.17,28.58
Soledad,Colombia,698852.0,10.92,-74.77
Fresno,United States,698021.0,36.7831,-119.7941
Meknès,Morocco,697628.0,33.9004,-5.56
La Plata,Argentina,694253.0,-34.9096,-57.96
Mālegaon,India,690844.0,20.5604,74.525
Enugu,Nigeria,688862.0,6.45,7.5
Huangshi,China,688090.0,30.22,115.1
Aracaju,Brazil,685356.0,-10.9,-37.12
Allentown,United States,682899.0,40.5961,-75.4755
Bonn,Germany,680543.0,50.7205,7.08
San Pedro Sula,Honduras,680091.0,15.5,-88.03
Nellore,India,678004.0,14.44,79.9899
Catania,Italy,674542.0,37.5,15.08
Gorakhpur,India,674246.0,26.7504,83.38
Ipoh,Malaysia,673318.0,4.6,101.065
Ch’ŏngjin,"Korea, North",672614.0,41.7846,129.79
Tulsa,United States,672054.0,36.1284,-95.9043
Utsunomiya,Japan,667752.0,36.55,139.87
Puyang Chengguanzhen,China,666322.0,35.7004,114.98
An Najaf,Iraq,665552.0,32.0003,44.3354
São José dos Pinhais,Brazil,665063.0,-25.57,-49.18
Santo André,Brazil,662373.0,-23.6528,-46.5278
Bytom,Poland,662247.0,50.35,18.91
Pointe-Noire,Congo (Brazzaville),659084.0,-4.77,11.88
Aţ Ţā’if,Saudi Arabia,657282.0,21.2622,40.3823
Ismailia,Egypt,656135.0,30.5903,32.26
Concord,United States,654770.0,37.9722,-122.0016
Shimoga,India,654055.0,13.9304,75.56
Biên Hòa,Vietnam,652646.0,10.97,106.8301
Xiping,China,652604.0,25.6005,103.8166
Kryvyy Rih,Ukraine,652380.0,47.9283,33.345
Irbid,Jordan,650000.0,32.55,35.85
Tiruppūr,India,650000.0,11.0804,77.33
Andijon,Uzbekistan,650000.0,40.79,72.34
Krasnodar,Russia,649851.0,45.02,39.0
Zaragoza,Spain,649404.0,41.65,-0.89
Genoa,Italy,647497.0,44.41,8.93
Diyarbakır,Turkey,644763.0,37.9204,40.23
Morelia,Mexico,644306.0,19.7334,-101.1895
Ul’yanovsk,Russia,640680.0,54.33,48.41
Utrecht,Netherlands,640000.0,52.1003,5.12
Kikwit,Congo (Kinshasa),637736.0,-5.03,18.85
Al Hufūf,Saudi Arabia,637389.0,25.3487,49.5856
Yogyakarta,Indonesia,636660.0,-7.78,110.375
Wrocław,Poland,634893.0,51.1104,17.03
Winnipeg,Canada,632063.0,49.883,-97.166
Izhevsk,Russia,631038.0,56.85,53.23
Cape Coral,United States,630134.0,26.6445,-81.9955
Springfield,United States,628076.0,42.1155,-72.5395
Zhuozhou,China,628000.0,39.5401,115.79
Raurkela,India,625831.0,22.2304,84.83
Québec,Canada,624177.0,46.84,-71.2456
Poznań,Poland,623997.0,52.4058,16.8999
Colorado Springs,United States,623946.0,38.8674,-104.7606
Port Said,Egypt,623864.0,31.26,32.29
Nānded,India,623708.0,19.17,77.3
Bannu,Pakistan,622419.0,32.989,70.5986
Southend-on-Sea,United Kingdom,618386.0,51.55,0.72
Dresden,Germany,617515.0,51.05,13.75
Wiesbaden,Germany,617126.0,50.0804,8.25
Charleston,United States,616085.0,32.8151,-79.963
Changping,China,614821.0,40.2248,116.1944
Palu,Indonesia,612445.0,-0.907,119.833
Taizhou,China,612356.0,32.4904,119.9
Xingtai,China,611739.0,37.05,114.5
Samsun,Turkey,609339.0,41.28,36.3437
Luxor,Egypt,609248.0,25.7,32.65
Belgaum,India,608756.0,15.865,74.505
Pontianak,Indonesia,607311.0,-0.03,109.32
Yaroslavl’,Russia,606730.0,57.62,39.87
Constantine,Algeria,605179.0,36.36,6.5999
Banjarmasin,Indonesia,603576.0,-3.33,114.5801
Grand Rapids,United States,602694.0,42.9615,-85.6557
Kirkuk,Iraq,601433.0,35.4722,44.3923
Sāngli,India,601214.0,16.8604,74.575
Barcelona,Venezuela,600954.0,10.1304,-64.72
Mission Viejo,United States,600474.0,33.6095,-117.655
Sūhāj,Egypt,600000.0,26.5504,31.7
Al Manşūrah,Egypt,600000.0,31.0504,31.38
Canoas,Brazil,600000.0,-29.92,-51.18
Barnaul,Russia,599579.0,53.355,83.745
Zāhedān,Iran,598887.0,29.5,60.83
Jalālābād,Afghanistan,597971.0,34.4415,70.4361
Albany,United States,597270.0,42.6664,-73.7987
Chiclayo,Peru,596792.0,-6.7629,-79.8366
Hermosillo,Mexico,595811.0,29.0989,-110.9541
Chānda,India,595118.0,19.97,79.3
Al Ḩillah,Iraq,594605.0,32.4721,44.4217
Al Ḩillah,Saudi Arabia,594605.0,23.4895,46.7564
Rasht,Iran,594590.0,37.3,49.63
Nagano,Japan,594311.0,36.65,138.17
Vinh,Vietnam,593645.0,18.7,105.68
Abeokuta,Nigeria,593100.0,7.1604,3.35
Kayseri,Turkey,592840.0,38.735,35.49
Samarinda,Indonesia,592228.0,-0.5,117.15
Ajmer,India,589985.0,26.45,74.64
Dortmund,Germany,588462.0,51.53,7.45
Vladivostok,Russia,587022.0,43.13,131.91
Irkutsk,Russia,586695.0,52.32,104.245
Knoxville,United States,585249.0,35.9692,-83.9496
Blantyre,Malawi,584877.0,-15.79,34.9899
Baton Rouge,United States,583613.0,30.4419,-91.131
Anqing,China,580497.0,30.5,117.05
Cuttack,India,580000.0,20.47,85.8899
Hachiōji,Japan,579399.0,35.6577,139.3261
Khabarovsk,Russia,579000.0,48.455,135.12
Veracruz,Mexico,578963.0,19.1773,-96.16
Kisangani,Congo (Kinshasa),578470.0,0.52,25.22
Kermān,Iran,577514.0,30.3,57.08
Orūmīyeh,Iran,577307.0,37.53,45.0
Bīkaner,India,576015.0,28.0304,73.3299
Quetzaltenango,Guatemala,575263.0,14.83,-91.52
Bakersfield,United States,574362.0,35.353,-119.0359
Ogden,United States,573632.0,41.228,-111.9677
Shihezi,China,573182.0,44.3,86.0299
Kuching,Malaysia,570407.0,1.53,110.33
Shuozhou,China,570000.0,39.3004,112.42
Niigata,Japan,569797.0,37.92,139.04
Pereira,Colombia,568750.0,4.8104,-75.68
Macau,Macau,568700.0,22.203,113.545
New Haven,United States,568144.0,41.3112,-72.9246
Bouaké,Côte D’Ivoire,567481.0,7.69,-5.03
Columbia,United States,566166.0,34.0376,-80.9037
Akron,United States,565920.0,41.0798,-81.5219
Binjai,Indonesia,564979.0,3.6204,98.5001
Uberlândia,Brazil,563536.0,-18.9,-48.28
Sorocaba,Brazil,563281.0,-23.49,-47.47
Wusong,China,562832.0,30.9504,117.78
Weihai,China,560255.0,37.5,122.1
Mar del Plata,Argentina,555897.0,-38.0,-57.58
Santiago de Cuba,Cuba,555865.0,20.025,-75.8213
Siping,China,555609.0,43.17,124.33
Kagoshima,Japan,555352.0,31.586,130.5611
Surakarta,Indonesia,555308.0,-7.565,110.825
Makhachkala,Russia,554981.0,42.98,47.5
Bhāvnagar,India,554978.0,21.7784,72.13
Uyo,Nigeria,554906.0,5.008,7.85
Bristol,United Kingdom,553528.0,51.45,-2.5833
Bahawalpur,Pakistan,552607.0,29.39,71.675
Kenitra,Morocco,551786.0,34.2704,-6.58
Ribeirão Prêto,Brazil,551267.0,-21.17,-47.83
Kanazawa,Japan,551249.0,36.56,136.64
Orenburg,Russia,550204.0,51.78,55.11
Málaga,Spain,550058.0,36.7204,-4.42
Tabūk,Saudi Arabia,547957.0,28.3838,36.555
Puerto La Cruz,Venezuela,546616.0,10.17,-64.68
Jiujiang,China,545616.0,29.73,115.98
Hisar,India,544829.0,29.17,75.725
Kashgar,China,543914.0,39.4763,75.9699
Matola,Mozambique,543907.0,-25.9696,32.46
Bilāspur,India,543454.0,22.0904,82.16
Sargodha,Pakistan,542603.0,32.0854,72.675
Leipzig,Germany,542529.0,51.3354,12.41
Tinnevelly,India,542200.0,8.7304,77.69
Cancún,Mexico,542043.0,21.17,-86.83
Yangzhou,China,539715.0,32.4,119.43
Novokuznetsk,Russia,539616.0,53.75,87.115
Latakia,Syria,539147.0,35.54,35.78
Heroica Matamoros,Mexico,538785.0,25.88,-97.5
Göteborg,Sweden,537797.0,57.75,12.0
Ōtsu,Japan,536976.0,35.0064,135.8674
Tomsk,Russia,535479.0,56.495,84.975
Linxia Chengguanzhen,China,534555.0,35.6,103.2
Matsuyama,Japan,533541.0,33.8455,132.7658
Rouen,France,532559.0,49.4304,1.08
Jiangmen,China,532419.0,22.5804,113.08
Oaxaca,Mexico,530728.0,17.0827,-96.6699
Beira,Mozambique,530604.0,-19.82,34.87
Guntūr,India,530577.0,16.33,80.45
Tripoli,Lebanon,530000.0,34.42,35.87
Hamadān,Iran,528256.0,34.796,48.515
Cangzhou,China,527681.0,38.3204,116.87
Kota Kinabalu,Malaysia,527671.0,5.98,116.11
Gold Coast,Australia,527660.0,-28.0815,153.4482
Ji’an,China,520248.0,27.1304,115.0
Londrina,Brazil,520238.0,-23.3,-51.18
Ryazan’,Russia,520173.0,54.62,39.72
Shashi,China,520000.0,30.32,112.23
Bello,Colombia,519670.0,6.33,-75.57
Tyumen’,Russia,519119.0,57.14,65.53
Lipetsk,Russia,515655.0,52.62,39.64
Shiliguri,India,515574.0,26.7204,88.455
Eskişehir,Turkey,514869.0,39.795,30.53
Banda Aceh,Indonesia,513698.0,5.55,95.32
Ujjain,India,513350.0,23.1904,75.79
Salta,Argentina,512686.0,-24.7834,-65.4166
Penza,Russia,512602.0,53.18,45.0
Blida,Algeria,511348.0,36.4203,2.83
Mykolayiv,Ukraine,510840.0,46.9677,31.9843
Karbalā’,Iraq,510692.0,32.6149,44.0245
Suez,Egypt,508335.0,30.005,32.5499
Gliwice,Poland,507670.0,50.3304,18.67
Bukittinggi,Indonesia,506964.0,-0.3031,100.3615
Liaoyuan,China,506548.0,42.9,125.13
Kota Bharu,Malaysia,505583.0,6.12,102.23
Jundiaí,Brazil,505548.0,-23.2,-46.88
Edinburgh,United Kingdom,504966.0,55.9483,-3.2191
Tlaxcala,Mexico,503878.0,19.32,-98.23
Provo,United States,503695.0,40.2457,-111.6457
Arāk,Iran,503647.0,34.0804,49.7
Davangere,India,503564.0,14.47,75.92
Viña del Mar,Chile,503534.0,-33.03,-71.54
Pingtung,Taiwan,503530.0,22.6817,120.4817
Annaba,Algeria,503524.0,36.92,7.76
Akola,India,503502.0,20.71,77.01
Brighton,United Kingdom,503008.0,50.8303,-0.17
Astrakhan’,Russia,502533.0,46.3487,48.055
Bradford,United Kingdom,501700.0,53.8,-1.75
Bari,Italy,500577.0,41.1142,16.8728
Damanhūr,Egypt,500000.0,31.0504,30.47
Al Minyā,Egypt,500000.0,28.09,30.75
Taoyuan District,Taiwan,500000.0,24.9889,121.3111
Keelung,Taiwan,500000.0,25.1333,121.7333
San Lorenzo,Paraguay,500000.0,-25.34,-57.52
Pasuruan,Indonesia,500000.0,-7.6296,112.9
Chiayi,Taiwan,500000.0,23.4755,120.4351
Thái Nguyên,Vietnam,500000.0,21.6,105.83
Awka,Nigeria,500000.0,6.2104,7.07
Shuangyashan,China,500000.0,46.6704,131.35
Mazatán,Mexico,500000.0,29.0171,-110.1333
Tsu,Japan,500000.0,34.7171,136.5167
Mataram,Indonesia,499409.0,-8.5795,116.135
Macapá,Brazil,499166.0,0.033,-51.05
Worcester,United States,498997.0,42.2705,-71.8079
Reynosa,Mexico,498654.0,26.08,-98.3
Shahrisabz,Uzbekistan,498545.0,39.0618,66.8315
Mesa,United States,496401.0,33.4017,-111.7181
Dūmā,Syria,496145.0,33.5833,36.4
Mwanza,Tanzania,493944.0,-2.52,32.93
Wuwei,China,493092.0,37.928,102.641
Palm Bay,United States,489912.0,27.955,-80.6628
Port Sudan,Sudan,489725.0,19.6158,37.2164
Santa Fe,Argentina,489505.0,-31.6239,-60.69
Tula,Russia,489486.0,54.2,37.6299
Banī Suwayf,Egypt,489450.0,29.0804,31.09
Yanji,China,488740.0,42.8823,129.5128
Toledo,United States,488672.0,41.6639,-83.5822
Bologna,Italy,488172.0,44.5004,11.34
Brookhaven,United States,487731.0,40.8321,-72.9518
Sahāranpur,India,484873.0,29.97,77.55
Murrieta,United States,483681.0,33.572,-117.1909
Gulbarga,India,483615.0,17.35,76.82
Bhātpāra,India,483129.0,22.8504,88.52
Wichita,United States,483057.0,37.6897,-97.3441
Ile-Ife,Nigeria,482365.0,7.4804,4.56
Feira de Santana,Brazil,481911.0,-12.25,-38.97
Shah Alam,Malaysia,481654.0,3.0667,101.55
Mariupol’,Ukraine,481626.0,47.0962,37.5562
